record_id,profile_type,profile_id,age,income,credit_score,financial_health_score,repayment_behaviour_score,digital_engagement_score,financial_capacity_score,lead_score,lead_quality_score,lead_authenticity_score,income_confidence_score,relationship_score,savings_ratio,emi_burden,cash_flow_score,digital_adoption_score,customer_value_score,occupation,employment_type,city,target_repayment_capacity,created_at
564fc486-7939-4bf0-b87f-0e8e6021d892,Internal,aff22007-f856-4e71-9bc7-b4ed55be4c8e,47,73166.67,,73.5,74.7,55.14,,,,,,23.29,100.0,2.0,100.0,60.53,38.91,Sales Executive,,Kolkata,Medium,2026-07-10 02:37:00.113514
b5b2c26b-7b2b-4e01-99bb-9020f2809699,Internal,660e1351-63cb-479e-bacc-8414733bb1ff,36,201750.0,,76.15,74.63,56.16,,,,,,23.03,100.0,2.5,100.0,63.33,40.01,Chartered Accountant,,Coimbatore,Very High,2026-07-10 02:37:00.113514
139e668a-cd6f-40c9-9103-0e3e16a0c2a7,Internal,0a6dd6bc-a8d1-4e15-bbea-199af69220c8,21,78000.0,,73.61,74.7,55.6,,,,,,23.24,100.0,2.0,100.0,61.2,39.52,Teacher,,Bengaluru,High,2026-07-10 02:37:00.113514
7d33acb7-e468-4be1-8175-827e31e56dc7,Internal,d1e78e47-c358-4e77-adc5-b29dbfe2f38f,37,101166.67,,74.0,74.7,55.36,,,,,,22.81,100.0,2.0,100.0,61.0,37.27,Bank Employee,,Surat,Very High,2026-07-10 02:37:00.113514
1c6ae897-be17-42fc-a5f3-97d296ea7853,Internal,78d45944-521e-4456-90d5-c483039cb77c,55,77166.67,,73.34,74.7,56.11,,,,,,22.01,100.0,2.0,100.0,61.88,34.27,Teacher,,Patna,High,2026-07-10 02:37:00.113514
9f4beba0-d7e7-4795-b882-4569a1a372ba,Internal,6e864346-a558-408c-b208-9cce2deb8358,29,34833.33,,72.5,74.7,55.38,,,,,,22.51,100.0,2.0,100.0,60.91,35.51,Teacher,,Jaipur,Low,2026-07-10 02:37:00.113514
b74766ff-5726-4160-9481-235473956db7,Internal,47bbf128-a581-4ced-828a-72766a2ebf7f,42,83583.33,,73.77,74.7,55.58,,,,,,23.4,100.0,2.0,100.0,61.3,40.58,Teacher,,Bhubaneswar,High,2026-07-10 02:37:00.113514
617bbdd8-dbaf-42c8-9a25-a40bcca029a1,Internal,00760034-9465-4772-be81-afa01f9bdfd5,26,619916.67,,79.17,74.7,55.57,,,,,,22.11,100.0,2.0,100.0,61.43,34.09,Business Owner,,Delhi,Very High,2026-07-10 02:37:00.113514
29d9b2ef-e94a-4d42-981f-295894873e55,Internal,33116c7a-1f83-43a8-92c9-7a03026e3513,29,139333.33,,74.54,75.0,55.99,,,,,,19.47,100.0,0.0,100.0,61.52,30.51,Software Engineer,,Patna,Very High,2026-07-10 02:37:00.113514
983c3a3a-6a86-4d9f-a7b0-ff2d2efd66c0,Internal,0f099fdd-b87f-497f-be2e-cbeb1eb2bbbc,28,159583.33,,75.3,75.0,54.94,,,,,,21.06,100.0,0.0,100.0,60.0,38.17,Mechanical Engineer,,Surat,Very High,2026-07-10 02:37:00.113514
ad2d3c4c-43f2-46b2-b0f4-21ae097e89fe,Internal,15715e02-4f46-4231-9a23-55906ba6673c,48,28500.0,,72.18,75.0,55.41,,,,,,19.7,100.0,0.0,100.0,60.83,32.5,Sales Executive,,Surat,Low,2026-07-10 02:37:00.113514
421df353-23ee-42c7-b423-590e7f02a4d1,Internal,560bd8b9-6cd1-4f4c-af3c-0de0ab358641,27,128833.33,,74.63,75.0,56.1,,,,,,20.84,100.0,0.0,100.0,62.14,38.47,Government Employee,,Noida,Very High,2026-07-10 02:37:00.113514
6ec9071e-3ec6-4409-b465-19d229a17084,Internal,f7972eb0-a2e2-4fac-b2f4-f869c519d02a,31,112000.0,,73.68,74.4,55.47,,,,,,22.25,100.0,4.0,100.0,60.71,34.68,Mechanical Engineer,,Nagpur,Very High,2026-07-10 02:37:00.113514
66fbc1c9-2788-4c66-b660-b72d69569345,Internal,c8a13804-0a4e-4926-893e-9f7bafe53a3f,36,64666.67,,73.5,74.85,54.78,,,,,,23.2,100.0,1.0,100.0,60.0,38.6,Civil Engineer,,Visakhapatnam,Medium,2026-07-10 02:37:00.113514
23cb2bf9-2314-4f74-9d78-35461fcfc108,Internal,38380703-eabc-4521-90bc-c828e999d094,21,19583.33,,71.58,74.63,56.11,,,,,,20.26,100.0,2.5,100.0,62.31,25.63,Student,,Lucknow,Low,2026-07-10 02:37:00.113514
70911444-77ae-4982-a6c9-cb8a54550567,Internal,a0c925d2-76da-4355-9589-885703240126,21,8166.67,,71.46,75.0,55.6,,,,,,18.35,100.0,0.0,100.0,61.2,33.27,Student,,Indore,Low,2026-07-10 02:37:00.113514
85870994-c2c2-45ff-977a-31f2b142eebc,Internal,b3939f77-3f63-40e7-ba1f-fead44996bec,38,142750.0,,74.97,74.7,55.77,,,,,,23.03,100.0,2.0,100.0,61.54,38.27,Government Employee,,Mumbai,Very High,2026-07-10 02:37:00.113514
24de05bd-49e2-4a30-b8ad-3b1accae6e72,Internal,5474482e-2637-4972-b1b9-a5b13d3c865a,32,140583.33,,74.84,74.7,55.86,,,,,,22.67,100.0,2.0,100.0,61.18,36.05,Software Engineer,,Surat,Very High,2026-07-10 02:37:00.113514
baf38bb8-0a9a-42b0-901b-9fc6c01e399a,Internal,606ec96f-5790-40f9-aefe-eb5adf5d144b,48,128916.67,,90.29,74.63,55.21,,,,,,22.76,100.0,2.5,100.0,60.43,36.73,Mechanical Engineer,,Jaipur,Very High,2026-07-10 02:37:00.113514
509f524c-4c0e-44bf-8c32-3b2b7e362231,Internal,10a37248-1547-402c-814a-898519d6ea9c,21,233750.0,,77.09,74.85,55.78,,,,,,22.72,100.0,1.0,100.0,62.73,38.17,Software Engineer,,Surat,Very High,2026-07-10 02:37:00.113514
d1e8bd1e-6329-4933-a6b1-5b41f68e11d5,Internal,82d17fa0-649a-4c32-a88d-919f59273bed,60,211750.0,,91.65,74.4,3.03,,,,,,,100.0,4.0,100.0,,,Business Owner,,Bhubaneswar,Very High,2026-07-10 02:37:00.113514
bf7c06d4-5bfe-45f7-a1dc-ad65213fcfc6,Internal,9f8a860e-249a-4591-b704-af8fbd901c53,32,818666.67,,79.45,74.78,55.41,,,,,,22.9,100.0,1.5,100.0,60.83,37.49,Business Owner,,Visakhapatnam,Very High,2026-07-10 02:37:00.113514
b3c99425-b452-4298-a5f8-8d5f358f9449,Internal,4f4ebfeb-fe25-4afc-9554-d6cfa6e6a038,40,77500.0,,73.18,74.4,55.57,,,,,,23.36,100.0,4.0,100.0,61.58,40.14,Bank Employee,,Coimbatore,High,2026-07-10 02:37:00.113514
78e97b55-26d7-4857-a436-42b243d65e2b,Internal,5449ca02-e676-458a-af11-bcbecfbcbe0b,53,273333.33,,77.56,74.7,55.51,,,,,,22.11,100.0,2.0,100.0,60.67,32.38,Business Owner,,Lucknow,Very High,2026-07-10 02:37:00.113514
1b94f7a5-155b-41e1-a4bd-0caf5e816231,Internal,90a142be-b04c-42ed-8f2d-24f6ff9812be,42,181333.33,,75.97,74.85,55.21,,,,,,22.91,100.0,1.0,100.0,60.43,37.01,Bank Employee,,Lucknow,Very High,2026-07-10 02:37:00.113514
5600589a-da65-4a27-9ddd-18952e7c3571,Internal,d2d63db6-ec3c-47ae-a8c4-c82a39ba641a,30,41166.67,,72.48,74.85,55.63,,,,,,20.73,100.0,1.0,100.0,60.24,33.23,Government Employee,,Noida,Medium,2026-07-10 02:37:00.113514
6e860f34-3f5b-4df2-a493-a1a9b948f1a4,Internal,9b98d855-5031-4d41-bc5e-ab6a72c19151,25,24500.0,,72.53,74.78,55.25,,,,,,23.16,100.0,1.5,100.0,60.4,37.9,Student,,Visakhapatnam,Low,2026-07-10 02:37:00.113514
948656db-1b9f-4908-9c5c-4943b9a9d88f,Internal,555ffc6c-5db4-4bfa-ab4e-e8f3ed640ff6,30,159000.0,,75.01,75.0,55.58,,,,,,19.71,100.0,0.0,100.0,61.3,32.21,Bank Employee,,Nagpur,Very High,2026-07-10 02:37:00.113514
171c5555-e36a-4897-9357-d752b3c5cece,Internal,46cb9d96-249e-4930-a210-680bddc5529b,24,75833.33,,72.93,74.4,55.77,,,,,,22.33,100.0,4.0,100.0,61.67,35.25,Government Employee,,Coimbatore,High,2026-07-10 02:37:00.113514
2d1e840b-4d48-4705-ba84-890c8d31f5db,Internal,3dfba5ce-187e-48f8-867a-289bda7aa0ea,54,158250.0,,74.88,74.4,55.6,,,,,,23.14,100.0,4.0,100.0,61.2,38.26,Software Engineer,,Noida,Very High,2026-07-10 02:37:00.113514
f173e624-822b-4348-87b2-aa4d7baa99f3,Internal,de05be4c-199b-4157-ae2c-432393f9fb35,48,113583.33,,74.39,74.7,55.58,,,,,,23.31,100.0,2.0,100.0,61.3,38.71,Civil Engineer,,Coimbatore,Very High,2026-07-10 02:37:00.113514
4641b33e-cba1-42a1-bc6b-ea6de6ec2714,Internal,05814bb4-37f6-4706-be30-b7e07b43d5a2,38,116000.0,,74.05,75.0,55.47,,,,,,19.61,100.0,0.0,100.0,60.71,31.63,Government Employee,,Coimbatore,Very High,2026-07-10 02:37:00.113514
cdb44b98-7c0a-41bb-a361-44eca7e2e9ca,Internal,2f840e2a-2c11-4f4d-86a0-89e10d1555b1,36,164583.33,,75.5,74.78,55.21,,,,,,22.91,100.0,1.5,100.0,60.43,37.01,Software Engineer,,Chennai,Very High,2026-07-10 02:37:00.113514
20a19c1d-3770-4696-a3b5-3fb9baeb71d5,Internal,6d02c226-e25e-4e04-9c2a-2a3103f4e09e,30,71916.67,,72.99,74.63,55.41,,,,,,21.66,100.0,2.5,100.0,60.83,29.7,Software Engineer,,Patna,Medium,2026-07-10 02:37:00.113514
a20af47d-4de0-4bdc-94ab-c74440922cce,Internal,e9622167-b652-40db-972e-681992d62e5d,34,573416.67,,78.73,74.4,55.0,,,,,,22.21,100.0,4.0,100.0,60.0,34.06,Business Owner,,Chandigarh,Very High,2026-07-10 02:37:00.113514
e38db67f-9f6b-499e-99cb-effa2e534ef0,Internal,f811bcb8-f973-44fd-bc2f-9c41f33a01da,43,366166.67,,79.2,74.63,55.58,,,,,,22.78,100.0,2.5,100.0,61.76,36.74,Doctor,,Patna,Very High,2026-07-10 02:37:00.114512
f63acda3-66a6-48e9-8bfa-6925fea63ddf,Internal,47c7f83b-0ecb-4908-b301-6b11df77c6f4,52,88166.67,,72.92,74.4,55.94,,,,,,21.11,100.0,4.0,100.0,62.0,29.57,Mechanical Engineer,,Visakhapatnam,High,2026-07-10 02:37:00.114512
c39383e7-adcb-4bff-aac0-ab06326ba267,Internal,afb97c31-591c-4c1e-aa6b-8a60da1fd197,31,35833.33,,72.61,74.7,55.44,,,,,,22.93,100.0,2.0,100.0,60.77,36.22,Teacher,,Visakhapatnam,Low,2026-07-10 02:37:00.114512
e1d1ec13-86b5-4a4b-a5fd-e4637c3f1c19,Internal,abb76a07-cee6-47ce-afce-fdef63b13d0d,26,61500.0,,72.65,74.63,55.64,,,,,,21.03,100.0,2.5,100.0,61.03,29.04,Sales Executive,,Pune,Medium,2026-07-10 02:37:00.114512
d27a6e9f-67e5-45be-b2c7-cb8a5da851c3,Internal,f6ae45d6-9bd6-47ba-9190-61922d24c84b,41,205166.67,,75.59,74.4,57.11,,,,,,21.51,100.0,4.0,100.0,66.67,34.32,Software Engineer,,Jaipur,Very High,2026-07-10 02:37:00.114512
6aab5708-6f85-48f5-80bb-6cd254ee8194,Internal,956bb889-8dbc-4cb5-8874-bd3e5d38c3b0,37,121916.67,,74.27,74.7,55.47,,,,,,21.96,100.0,2.0,100.0,60.71,33.38,Mechanical Engineer,,Surat,Very High,2026-07-10 02:37:00.114512
a6941ad2-dd7c-416c-a2dd-4757b8c9cd0d,Internal,42da2035-2532-4fd3-94d2-02e774dcf751,23,75500.0,,72.89,74.7,55.83,,,,,,20.21,100.0,2.0,100.0,61.25,31.63,Government Employee,,Noida,High,2026-07-10 02:37:00.114512
c062719c-0e77-4b0e-a7f2-10949b683eaf,Internal,f467b8d2-d068-493a-a0c9-3b0095fbf956,51,242500.0,,76.47,74.7,55.44,,,,,,20.22,100.0,2.0,100.0,60.77,24.56,Software Engineer,,Jaipur,Very High,2026-07-10 02:37:00.114512
caf1f072-e2cd-448a-95b8-fd20cc336af3,Internal,02e40a0d-745e-4bf9-87f0-63f9b453a58f,59,169250.0,,75.09,74.63,55.36,,,,,,21.59,100.0,2.5,100.0,61.0,31.45,Mechanical Engineer,,Lucknow,Very High,2026-07-10 02:37:00.114512
19e53dbb-e5a1-40e4-9898-9729bc415e4c,Internal,b49f41ba-bd29-4126-b227-63124fe59ff7,40,178083.33,,75.57,74.63,55.81,,,,,,22.79,100.0,2.5,100.0,62.22,37.49,Software Engineer,,Bengaluru,Very High,2026-07-10 02:37:00.114512
e3c7e0d3-56e9-434b-b350-a31dacfd9a59,Internal,c485d9e2-fee9-4842-8cc2-44a7e04d4715,27,97500.0,,73.87,74.7,55.1,,,,,,22.62,100.0,2.0,100.0,60.59,36.15,Sales Executive,,Chandigarh,High,2026-07-10 02:37:00.114512
e176cac6-86b7-4ebb-91e9-acb7ee6218c4,Internal,4ebb6d8d-4c4c-4eae-a34d-96060b6c160a,55,150333.33,,75.11,74.78,56.13,,,,,,22.38,100.0,1.5,100.0,61.76,35.05,Civil Engineer,,Mumbai,Very High,2026-07-10 02:37:00.114512
6d12e116-2682-40b2-a69c-e7e67c94d897,Internal,f7030538-11c1-4b70-9809-deac54e120cc,19,15416.67,,72.17,74.7,55.85,,,,,,22.82,100.0,2.0,100.0,62.5,38.08,Student,,Chennai,Low,2026-07-10 02:37:00.114512
633067ac-fc7c-4150-a024-2ea38ec0284a,Internal,29b44d5f-23c5-4304-b745-9506475f6e46,60,701750.0,,79.22,74.63,55.1,,,,,,22.89,100.0,2.5,100.0,60.59,37.77,Business Owner,,Nagpur,Very High,2026-07-10 02:37:00.114512
847305c7-1d19-4205-a44c-44409b56ef0f,Internal,01e9fc6b-f58b-469f-a42d-ded0546e95fa,23,3666.67,,71.76,74.63,55.89,,,,,,22.58,100.0,2.5,100.0,61.11,35.83,Student,,Coimbatore,Low,2026-07-10 02:37:00.114512
118053e5-9aa3-4302-9cbf-9e30f0989412,Internal,f067b427-2d0d-43d8-8384-11d3356bba0e,57,147333.33,,74.62,74.4,55.81,,,,,,22.97,100.0,4.0,100.0,61.33,38.23,Government Employee,,Kochi,Very High,2026-07-10 02:37:00.114512
edc89426-e166-4e6e-95b9-9769fb058c9d,Internal,672e11cd-cfbd-49ea-8b17-b9449125b366,25,15083.33,,71.92,75.0,55.58,,,,,,19.78,100.0,0.0,100.0,61.3,32.87,Student,,Indore,Low,2026-07-10 02:37:00.114512
75b9e2df-b9cf-4420-8893-92f40aea14ca,Internal,ba7681d7-664b-4513-b2a2-1224eef1ab8f,56,121500.0,,74.24,74.7,55.43,,,,,,21.85,100.0,2.0,100.0,60.3,37.73,Government Employee,,Ahmedabad,Very High,2026-07-10 02:37:00.114512
7271c53b-8274-46bf-9b87-dc0386fdc018,Internal,70cbc092-5a6f-4105-8813-eee5a7f86d53,56,159500.0,,74.78,74.4,56.07,,,,,,22.5,100.0,4.0,100.0,62.94,37.04,Mechanical Engineer,,Coimbatore,Very High,2026-07-10 02:37:00.114512
e250b0f7-79d3-49df-816a-8907dfeed87b,Internal,e3de772a-4034-485d-abcd-d15641563b8f,39,106500.0,,74.03,74.7,55.6,,,,,,22.35,100.0,2.0,100.0,61.2,35.02,Civil Engineer,,Chandigarh,Very High,2026-07-10 02:37:00.114512
756a8c32-10fc-496d-af67-6f4413011bfb,Internal,a7b32572-9de0-4739-bda1-99fbd77eb9c9,48,325750.0,,78.46,74.4,55.51,,,,,,22.97,100.0,4.0,100.0,60.67,37.92,Doctor,,Jaipur,Very High,2026-07-10 02:37:00.114512
a8cd1f67-5493-42ec-8637-e99cfee45412,Internal,7361994e-1a0d-4c40-a731-0add2c3f7abc,28,51916.67,,72.88,74.78,55.25,,,,,,22.12,100.0,1.5,100.0,60.4,32.32,Teacher,,Kolkata,Medium,2026-07-10 02:37:00.114512
38ccce26-c2d9-4d2f-af02-c3921f21af89,Internal,66dc3e8c-952e-4565-9870-f05c3a0d1364,38,122833.33,,74.08,74.7,55.77,,,,,,20.99,100.0,2.0,100.0,61.67,29.0,Government Employee,,Kolkata,Very High,2026-07-10 02:37:00.114512
50bd7ee3-1b9c-4931-b056-cfb8c17c9a4f,Internal,7d73c02f-20c3-43a0-8d64-6d67044df684,32,26166.67,,72.35,75.0,55.77,,,,,,20.6,100.0,0.0,100.0,61.67,37.13,Teacher,,Jaipur,Low,2026-07-10 02:37:00.114512
65a2e8ab-65a6-4098-ac3f-a271e7908e1e,Internal,b9ea4798-8936-4722-a0eb-651ed8ad00ac,56,93083.33,,73.61,74.7,55.47,,,,,,21.86,100.0,2.0,100.0,60.71,30.79,Software Engineer,,Hyderabad,High,2026-07-10 02:37:00.114512
75b3a4f2-489c-4ebf-9ee9-eb9526c93f6f,Internal,82ad1df9-2d31-429f-9a2d-562676e874fc,25,18750.0,,88.4,74.85,3.25,,,,,,22.22,100.0,1.0,100.0,,28.99,Student,,Pune,Low,2026-07-10 02:37:00.115513
fcae6ef9-2b5f-4468-b1aa-a11f71954b1e,Internal,db336d6d-8bf8-4b53-b7b6-bc33c20c1853,41,84416.67,,73.15,74.63,55.34,,,,,,21.17,100.0,2.5,100.0,60.34,27.88,Teacher,,Kolkata,High,2026-07-10 02:37:00.115513
a61c1608-1851-43ee-8f60-b1cae862594d,Internal,ef5758e4-3fcc-4c79-ae78-2cd8b72d4427,51,47250.0,,72.87,74.7,55.14,,,,,,22.98,100.0,2.0,100.0,60.53,38.29,Freelancer,,Kochi,Medium,2026-07-10 02:37:00.115513
